start_time,end_time,tweet_Count
2022-02-22T00:00:00.000Z,2022-02-23T00:00:00.000Z,8406
2022-02-23T00:00:00.000Z,2022-02-24T00:00:00.000Z,9931
2022-02-24T00:00:00.000Z,2022-02-25T00:00:00.000Z,7964
2022-02-25T00:00:00.000Z,2022-02-26T00:00:00.000Z,12177
2022-01-01T00:00:00.000Z,2022-01-02T00:00:00.000Z,318
2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,380
2022-01-03T00:00:00.000Z,2022-01-04T00:00:00.000Z,410
2022-01-04T00:00:00.000Z,2022-01-05T00:00:00.000Z,13809
2022-01-05T00:00:00.000Z,2022-01-06T00:00:00.000Z,29201
2022-01-06T00:00:00.000Z,2022-01-07T00:00:00.000Z,25060
2022-01-07T00:00:00.000Z,2022-01-08T00:00:00.000Z,19145
2022-01-08T00:00:00.000Z,2022-01-09T00:00:00.000Z,12625
2022-01-09T00:00:00.000Z,2022-01-10T00:00:00.000Z,14349
2022-01-10T00:00:00.000Z,2022-01-11T00:00:00.000Z,11678
2022-01-11T00:00:00.000Z,2022-01-12T00:00:00.000Z,10334
2022-01-12T00:00:00.000Z,2022-01-13T00:00:00.000Z,14734
2022-01-13T00:00:00.000Z,2022-01-14T00:00:00.000Z,14822
2022-01-14T00:00:00.000Z,2022-01-15T00:00:00.000Z,13576
2022-01-15T00:00:00.000Z,2022-01-16T00:00:00.000Z,14877
2022-01-16T00:00:00.000Z,2022-01-17T00:00:00.000Z,13049
2022-01-17T00:00:00.000Z,2022-01-18T00:00:00.000Z,16517
2022-01-18T00:00:00.000Z,2022-01-19T00:00:00.000Z,12212
2022-01-19T00:00:00.000Z,2022-01-20T00:00:00.000Z,13412
2022-01-20T00:00:00.000Z,2022-01-21T00:00:00.000Z,12813
2022-01-21T00:00:00.000Z,2022-01-22T00:00:00.000Z,13162
2022-01-22T00:00:00.000Z,2022-01-23T00:00:00.000Z,11550
2022-01-23T00:00:00.000Z,2022-01-24T00:00:00.000Z,12302
2022-01-24T00:00:00.000Z,2022-01-25T00:00:00.000Z,9976
2022-01-25T00:00:00.000Z,2022-01-26T00:00:00.000Z,9972
